Id,Prediction
192,4741689.319248961
193,4106459.231475625
194,4738257.328262932
195,4374453.272580221
196,4179630.7738589025
197,3295108.5823623426
198,4346001.026120834
199,4665212.205256148
200,4105671.784912168
201,4146954.4399939557
202,4594040.45509497
203,5103277.047535784
204,4768081.856117609
205,5370797.396263844
206,4503241.488185904
207,4122034.4796082443
208,4557397.026894568
209,4054404.9307071273
210,4386859.638217138
211,4165868.668730764
212,4453056.0007585995
213,3949510.0294287577
214,5086771.312223176
215,3012111.3063257677
216,4389481.734307656
217,4551077.809051338
218,4289338.3444922315
219,3842741.1092539714
220,5138715.47035482
221,4256520.118731932
222,4491665.430114888
223,4064438.2317400887
224,4639010.287264061
225,4240677.516633118
226,4007461.871341715
227,5412992.016015691
228,4037923.036254519
229,4294227.511398601
230,4238762.234447331
231,5410662.457142567
232,4128235.824947916
233,4439023.726149176
234,4402486.39301946
235,4476085.850110701
236,4427632.99085587
237,3930219.5647055185
238,4307444.482932855
239,4226238.658087703
240,4234965.37879043
241,4170416.0310621043
242,3652251.3189223437
243,4368755.185786513
244,4255510.630594843
245,4501049.67617718
246,4150368.841367811
247,4588423.708481567
248,4381727.299140153
249,4830998.70549182
250,4189312.7820468484
251,4458200.394860183
252,4613476.256360403
253,4238528.655703206
254,4226868.212118935
255,4257123.920052239
256,4573494.734618325
257,4386479.900721221
258,3917367.7432037173
259,4202069.343982884
260,4142076.8463817793
261,4227085.331907768
262,4866774.226519767
263,4035379.6153153493
264,3167630.9147531656
265,4634964.721630016
266,4046280.1004648535
267,5112026.034228556
268,4383439.346149589
269,4035641.9987113033
270,4211266.726879301
271,3969310.134154608
272,4620018.984582808
273,4629427.116996197
274,4306745.67435222
275,5056610.077835689
276,4500802.040272172
277,4383337.769757479
278,4502923.29640889
279,4498282.86838827
280,4353856.272893564
281,4434887.985673268
282,4200341.319584537
283,4139805.0835649357
284,4412274.132072088
285,3571866.2190323276
286,4553538.750719946
287,4257344.271772373
288,4189935.818210027
289,4174249.4278913955
290,4280493.565711748
291,4212724.39393568
292,4035689.1394662308
293,4660823.462265225
294,4127937.9247519667
295,4583931.873273813
296,5293166.90727891
297,4754059.97139421
298,4454761.905536883
299,4589867.075088451
300,4341623.135205494
301,4620568.833922197
302,4479454.505127931
303,5172571.251268562
304,4473395.517183926
305,4565863.647933672
306,3782645.0257954313
307,4757257.753172343
308,3183368.602986518
309,4626350.790726901
310,4568801.655705701
311,3944106.291935976
312,3937223.398846897
313,4257372.005236423
314,4338668.801469253
315,4404268.863991446
316,3812168.2018518965
317,4322206.721664214
318,4354599.095467404
319,4384292.763731758
320,4374004.765569015
321,3950348.5782716516
322,4304552.56725795
323,4294222.261817784
324,4240219.577132374
325,4405003.769715423
326,4268505.367213813
327,4575886.607617424
328,4331407.129000285
329,4801306.540136674
330,4029950.169652707
331,4602095.200965299
332,4949883.876727833
333,4426638.689533753
334,4914923.134069467
335,4243079.5142756915
336,3526014.1783847907
337,4139535.453511193
338,4173446.7671304424
339,4085886.562141688
340,4411903.490995984
341,4124978.2126989183
342,4275638.118014672
343,4351057.507238544
344,5290842.267573389
345,3902281.9840226993
346,4090713.628328855
347,4886595.477748813
348,4029160.275574487
349,4885159.257931731
350,4293703.061120536
351,4778816.570227838
352,4829761.91555633
353,4018936.797247082
354,4071066.0157048223
355,4392718.860515929
356,4272751.423134491
357,4451919.217928776
358,4211625.987972688
359,4423319.735157496
360,4263746.581966858
361,4501434.158452592
362,4005168.426458934
363,4339737.536926102
364,4404651.414035794
365,4249469.22796236
366,3983845.4531141883
367,3793165.0102160857
368,3839911.5233197967
369,4746762.465484407
370,4362394.915092072
371,4276857.992237463
372,5162175.97392397
373,4577820.867710354
374,4215650.777364242
375,4488740.136764892
376,4012008.2795078447
377,4374399.898044333
378,4351844.337225446
379,4247239.627352013
380,4563342.222814844
381,3876358.9382611853
382,4164170.853243158
383,4731097.939593071
384,4251443.823073462
385,5112287.411478515
386,4435307.556143668
387,4431013.62028292
388,4477516.842601499
389,4364855.5202941345
390,4732357.008612279
391,4133025.4040833064
392,4197295.437507782
393,4435334.263922745
394,4673034.383203952
395,3992549.3585733227
396,4591820.233292686
397,4566521.184131195
398,5470512.292527904
399,4728398.017330435
400,3694878.508633067
401,4621833.111802332
402,4185661.29941239
403,4487631.61342505
404,3864536.5289493245
405,4235422.635636584
406,4749836.095635644
407,4351142.568908068
408,3238856.921757331
409,3746413.806491154
410,3951492.136235365
411,4225924.862778164
412,4371224.0825024815
413,4473250.716623624
414,4384397.024016961
415,4189328.4596815337
416,4379171.24702272
417,3318107.287960503
418,4157053.480462714
419,4211667.542386802
420,4391976.073062642
421,4287868.5280266525
422,4872383.141455245
423,3861840.041434548
424,4515131.602599746
425,4459451.237396516
426,4578629.427452062
427,4226497.716815265
428,4415161.908149277
429,3970103.696780912
430,4088668.9602203723
431,4502415.131604571
432,3978357.5860804464
433,4183226.321892894
434,4125826.8305531642
435,4404981.632331179
436,4358657.990182233
437,3288669.585121164
438,4134725.1139564556
439,4405593.2684131535
440,4542252.651216958
441,4622938.8053476615
442,5284507.959572623
443,4517725.168362159
444,4331931.001445233
445,4163968.3090830757
446,4749669.203592167
447,4209438.775841702
448,4342756.078999769
449,4446958.813956559
450,4219399.890707674
451,3976708.317492768
452,4304047.833355013
453,4326430.124242053
454,4747650.523181138
455,4131930.9196372307
456,4113700.022116005
457,4309691.635230841
458,4117283.352763922
459,3140209.915419124
460,4452896.418819453
461,4066730.7441202584
462,5612579.546825559
463,3972702.484394082
464,4404199.833374846
465,4301604.699827639
466,4545819.783777518
467,4107879.6487734937
468,4109153.689385551
469,4311836.683650879
470,4197086.276492299
471,4289150.058497509
472,3927381.322346925
473,4881562.117775997
474,4564702.32907911
475,4207864.842326318
476,3777264.3615306024
477,4221020.178537979
478,4275663.41677425
479,5120309.742348521
480,4308661.125439258
481,4380485.649685485
482,4059016.6458268296
483,4104630.658009456
484,4557070.213931588
485,3765934.312586433
486,4565383.369388951
487,4278960.451327409
488,4408095.858167447
489,4037926.029524269
490,4191758.580308818
491,3297938.9556851694
492,4419823.652141713
493,4462844.492763283
494,4502004.716630399
495,4137525.900983516
496,4609700.776277742
497,4123553.362629419
498,4121448.2575161443
499,4524706.452565055
500,4404076.938879908
501,3707554.8072513854
502,4153032.4364755107
503,4337226.915062693
504,4403525.124324374
505,4398093.278704614
506,4273184.654288108
507,4608284.249003866
508,4095225.14302297
509,4513845.044462365
510,4690178.17063741
511,4768902.886347478
512,3197504.9443277773
513,4811343.138918742
514,4091803.1033268077
515,3567235.695098167
516,4018170.1586308205
517,4533109.933616916
518,4332144.220713539
519,4404677.819501882
520,4181135.325352573
521,5848359.4991472075
522,4467977.959076141
523,4425421.69367494
524,4715153.248148988
525,4572580.547105744
526,3954566.884966865
527,4420636.346267996
528,5144834.555167138
529,4771229.197460837
530,3843790.1739309374
531,4343968.945355971
532,4643087.45525404
533,4118959.90279686
534,4848749.201400628
535,4312064.553753093
536,4572391.802907335
537,4293273.527604985
538,3746803.78933643
539,4626083.207368042
540,4171953.8922523987
541,4272023.80377128
542,4329203.051475526
543,4145296.3158283564
544,4078032.2980659455
545,4460008.800675917
546,3806958.672427705
547,4529225.721549481
548,4043382.2773070512
549,4465341.1727191685
550,3871238.986155946
551,4411446.808063196
552,4446176.948050464
553,4751091.544439476
554,4435495.373857719
555,4465998.109274519
556,3163603.265053046
557,4572968.433427394
558,4173526.546886693
559,4328564.86432475
560,4912142.284286421
561,5234226.41159077
562,3617749.0957989157
563,4407602.240473683
564,4102506.4588731085
565,4660172.334282175
566,3410928.8582374505
567,4856486.425167683
568,4038195.3698029043
569,4296412.589037937
570,4525709.532168978
571,4399806.586520013
572,4614842.865312995
573,4319929.504855997
574,4518515.720054132
575,3611165.7847676654
576,4541362.156945286
577,4267478.777608876
578,4196861.31385799
579,4384061.793199289
580,4132202.696060297
581,4355314.665868732
582,4410681.148538557
583,4220821.7237366
584,4371530.251140211
585,4567302.795792994
586,3807445.279599502
587,4184446.1273255227
588,4952640.370650335
589,4230386.48261699
590,4156979.2555854926
591,4138040.3960622004
592,4441363.483245397
593,3944600.9264052385
594,4230881.424809193
595,3828108.108466026
596,4230525.381732792
597,4181563.469433324
598,4400902.598314351
599,4648136.223144028
600,4583572.966441573
601,4518033.330078519
602,4618522.4065937605
603,3711656.146391287
604,3913614.6352345445
605,4050369.126063159
606,3960782.4483687975
607,4211445.348038801
608,4199710.185081681
609,4540029.602444192
610,4840588.8704086235
611,3631635.6003884003
612,4702475.482069433
613,4583809.158482009
614,4503430.427070449
615,4124307.517166798
616,4876390.394806728
617,4507674.30151714
618,4941601.097888608
619,4475302.590806058
620,4451705.965710347
621,5152755.061035201
622,4302620.208191784
623,4428471.31039005
624,4085598.677492218
625,4390123.952765076
626,4726101.448372895
627,4365074.062939903
628,3919602.7311265683
629,4110543.933025529
630,4873506.041645638
631,4584768.884004716
632,4644612.663817754
633,4910859.28920242
634,3515756.6248900956
635,4212640.317909024
636,4799098.1216246905
637,4049930.7008885657
638,4231492.891130897
639,4323236.720461165
640,4346356.989146528
641,4457386.875908145
642,4037566.7320591253
643,4259910.630476249
644,4703670.712912141
645,3706055.963300798
646,4471944.021325246
647,3741466.10620922
648,4225921.455433865
649,4188306.0945917633
650,3824574.729669531
651,4272702.692981337
652,4853548.669674666
653,4874062.145759635
654,4083288.656412425
655,4542159.462817138
656,3866758.698288616
657,4740841.90800049
658,4953072.9629615145
659,3936509.610837635
660,4975794.042624552
661,4798434.148440726
662,4362958.798089402
663,4467258.227938142
664,4130651.3397269207
665,4178248.9128912236
666,4675105.562981786
667,4096940.026393198
668,4471936.984610764
669,4168156.270996411
670,4771195.158664766
671,4957786.034619961
672,4227221.092987086
673,4613977.765512902
674,4704204.892912167
675,4478200.076283755
676,4314427.573132306
677,3877150.4843285633
678,4342765.526019876
679,4579482.825997055
680,3732125.0982671566
681,4666284.252724264
682,3936369.507965393
683,4475284.128435805
684,4840988.765998042
685,4334434.824517907
686,4371931.998022963
687,3499947.564824698
688,4598376.015299181
689,4246285.462713818
690,4200526.713117506
691,4229944.366992311
692,3988776.9667920517
693,4405834.840802662
694,4164657.7346323817
695,4049626.59293561
696,4001112.181700179
697,4669059.07774267
698,4881426.468017554
699,3681556.9296806054
700,4992376.0309582595
701,4694008.851786858
702,4148139.243952868
703,4759370.259066645
704,4234490.336462064
705,4959100.093704299
706,4757830.264668064
707,4112314.0258822963
708,4671540.167266647
709,3989519.6490524397
710,4533971.944383866
711,4760637.824630563
712,4383894.971055464
713,4008345.7291658157
714,4310409.670679133
715,4586798.141973242
716,4081894.482440338
717,4452355.13727175
718,4439759.6118768295
719,4671716.986677541
720,4178418.871837747
721,5216301.158195351
722,4391873.913701631
723,4242567.788350987
724,4963718.964161506
725,4396033.582394993
726,3886530.8696068823
727,4120607.74464633
728,4240045.999446151
729,4171195.159666168
730,4005521.5785276415
731,3993387.3283622996
732,4287225.614359485
733,4542410.83951983
734,4326246.434897847
735,4314115.482664448
736,4322711.961135999
737,4884361.678823004
738,4142577.997969849
739,4185245.8663303214
740,4701363.306296884
741,4396312.102198793
742,4295570.947313748
743,4926253.194906621
744,4612948.107557277
745,4339028.1370854
746,4044012.9373271903
747,4692748.873907244
748,4373214.673331513
749,4402802.558786587
750,4749791.717603287
751,4090294.5276416093
752,4462606.395752436
753,3497920.822829351
754,3579002.7950041257
755,3959506.302650302
756,4005521.5785276415
757,4377313.984738078
758,4151177.0372853517
759,4672292.5699093435
760,4306202.1684156
761,3970907.7579558035
762,3985976.0996249504
763,4074549.963483712
764,4609199.337327438
765,4604483.220883013
766,4718638.981023845
767,4109033.644789701
768,4733585.934503595
769,4377554.728307403
770,4189069.9048241703
771,4177607.3284285916
772,4713469.456780229
773,4100740.1737057925
774,4193914.578289987
775,4429617.200027601
776,4109816.5009519197
777,4732707.319566203
778,4206944.626217306
779,4143495.875674355
780,4244988.703709142
781,4899661.590838079
782,5087937.854853571
783,4056612.435823646
784,4769480.014398689
785,4235571.892256688
786,4703458.450294219
787,4302217.132214361
788,4927905.600160581
789,4316668.497398084
790,3896754.771251872
791,4726101.448372895
792,3785475.6655990956
793,3606834.2489066194
794,3751463.85485966
795,4536823.485904659
796,3962231.1055555153
797,4058891.721822599
798,4351878.920838352
799,4229776.4510418745
800,4715728.7932281
801,4350525.631326222
802,4480441.813183525
803,4286290.621177859
804,4967609.511219115
805,4274752.731071312
806,4520297.442529343
807,4500620.291694119
808,4469878.783129289
809,3640876.3816592745
810,4112559.358199947
811,4579225.6119534755
812,4525714.919242136
813,5523615.759601564
814,4233533.5984181715
815,4622615.489132219
816,4126368.8593001445
817,4257519.814186558
818,4541096.887681547
819,4043583.74845234
820,4554694.711154319
821,4246789.5374539625
822,4487790.4777904255
823,4315888.957471321
824,4394313.801846833
825,4263816.024907229
826,4268158.590047946
827,3664542.506748911
828,4781598.810165456
829,4316463.799800912
830,4445515.574783426
831,4361144.169053115
832,4289291.872577687
833,4458534.630366107
834,4816959.961320679
835,4098444.0973187396
836,3220183.2839580993
837,4714638.79918949
838,4236908.968685506
839,3319146.5204850445
840,4126479.2435520724
841,3844178.38515587
842,4613376.081453285
843,4211358.086897768
844,4267378.39331395
845,4376676.903635656
846,4734541.48972305
847,4328610.807840164
848,3488419.9530951907
849,4250331.811319391
850,4237043.95197451
851,4452955.523117654
852,5109137.680877918
853,4279098.547471181
854,4192695.3334419364
855,3926438.476132487
856,4369386.337108549
857,4262689.44664218
858,4254220.376747641
859,4327879.71506553
860,4401587.659054084
861,4762338.411994044
862,4117275.032076116
863,4786303.646452485
864,4666237.014676467
865,4441546.724617315
866,4591049.637707405
867,3873512.05984362
868,4775763.603419196
869,4286159.953672725
870,4029600.1599716647
871,4180650.9367673555
872,4088889.9682122828
873,4479476.367023789
874,4359848.342418583
875,4356322.809717254
876,4120461.0671060057
877,4768902.886347478
878,3658866.2920866203
879,4375559.036325655
880,3540884.7440740843
881,4046352.514928736
882,5053692.6490364885
883,4856030.545264881
884,4354604.404076953
885,4423913.522495176
886,4285139.60549385
887,4490019.449603067
888,4118414.2496684263
889,4370364.276586704
890,4016957.326170467
891,4194117.6585850664
892,4808514.499077634
893,4352784.305442823
894,4752308.664398223
895,4517148.962019149
896,4604035.362701607
897,4160063.291038841
898,4196715.0107580675
899,4343356.872240823
900,4449428.570381267
901,4611757.383379993
902,4790897.166349418
903,4229274.630309748
904,4005229.6916514314
905,4075190.3183407746
906,4434202.563268852
907,4265330.847984507
908,4504462.975469878
909,4269207.24283989
910,4729052.702480682
911,4591782.556871153
912,4256631.627760103
913,4417565.907094005
914,4007825.6430925233
915,4497672.449046502
916,2983552.5829828545
917,4553688.938034752
918,4506010.683678001
919,4150548.272156446
920,4215179.265614371
921,4187697.5662927176
922,4224433.66854223
923,4230533.229901971
924,4307591.775269285
925,5190020.653117928
926,4621657.8449963415
927,4393303.2933033295
928,4532130.597092397
929,4097521.179441361
930,4246845.50825816
931,3952677.3722881894
932,4443607.616240283
933,4433892.645736666
934,4246674.533983494
935,4191210.052659116
936,4283264.116449379
937,4258455.49970163
938,4334068.93471192
939,5512012.496401219
940,4493182.920065915
941,4218510.898696418
942,4212008.270280941
943,4602665.801358708
944,4221754.408548658
945,3555679.874577636
946,4973696.7361154165
947,4746319.802926736
948,4304505.019869207
949,3707759.51711214
950,4646274.9857901465
951,3858810.575408857
952,4318811.976086351
953,4311505.974419974
954,4443167.215598564
955,4535184.275832792
956,4553440.604156116
957,4431072.270228669
958,4336250.149234333
959,4416052.857036493
960,4454395.0429880405
961,4546266.466376187
962,4138574.000812287
963,4865925.422829525
964,4927936.311570674
965,3919811.017397707
966,4241961.526910012
967,4642081.891036581
968,4312397.432102705
969,4071659.588296519
970,3581900.8125543534
971,3468143.929251384
972,4070758.1134131653
973,4074814.164638939
974,4021929.6363163735
975,3761549.999263992
976,3977511.0375442016
977,4367508.482915606
978,4231926.213935536
979,5230726.320506701
980,4585583.882609799
981,3533250.726255301
982,4073582.9023148813
983,4821256.004693824
984,4489342.89227084
985,4149186.2259708093
986,4179667.8589700744
987,4407032.020013803
988,4582122.363633456
989,4006766.101179499
990,4197623.850645758
991,3688314.302404021
992,4472378.90487859
993,4903350.924455176
994,4978398.796520456
995,3899262.272134733
996,4381217.189452173
997,4291308.6982943965
998,4176757.0552114057
999,4633266.259780224
1000,4570047.563723705
1001,4097904.0853424557
1002,4068509.4923748644
1003,4301055.23076729
1004,4702438.690979909
1005,4567541.633940273
1006,4906457.304302185
1007,4284897.889898169
1008,3880176.9929926563
1009,4073573.2791500054
1010,3937444.596953098
1011,4661454.694774012
1012,4180167.247192594
1013,4516640.140641714
1014,4128956.8952123215
1015,4414553.747309784
1016,4779817.427376004
1017,4269649.4236864755
1018,4216651.665387936
1019,4434143.37040545
1020,4340399.8701381115
1021,4155802.941776342
1022,4483118.4272973435
1023,4287079.68260245
1024,4523217.126016741
1025,4545998.773863881
1026,4138226.9241902903
1027,3983559.222886393
1028,4660184.172699284
1029,4008304.7210242525
1030,4732015.447698
1031,3821354.1228784723
1032,3605188.4568894566
1033,4853216.95730467
1034,4260697.73988407
1035,4126158.088752787
1036,4419576.30711023
1037,4396803.128188014
1038,4424148.237103129
1039,5033914.0094273975
1040,4554077.823135117
1041,4178508.9218030605
1042,3988494.0175548918
1043,4118793.4107901775
1044,4579814.33769219
1045,4445826.820705876
1046,4409315.370016676
1047,4580784.26482007
1048,4271639.956085028
1049,4396571.708459169
1050,4408594.928938688
1051,4232764.826235016
1052,3827697.348326327
1053,3455793.9728312003
1054,5417551.818930067
1055,3230510.1147813243
1056,5058524.7606977075
1057,4586479.730172934
1058,4125295.086775678
1059,4734526.317926326
1060,4768799.1922320165
1061,4204323.5702008335
1062,4546432.672966965
1063,4175919.704241919
1064,4621671.339398599
1065,4333341.578226611
1066,4599077.300637876
1067,4193402.510239744
1068,4486485.612211271
1069,4378577.327402045
1070,4363541.288423054
1071,4187627.7097734525
1072,4514086.374693807
1073,4329745.327954092
1074,4397939.476387366
1075,4229992.254704058
1076,4856012.0843700925
1077,3949575.61007889
1078,3992281.5472907294
1079,4443442.119133993
1080,4193188.369528922
1081,4626127.294302596
1082,3981933.1097413315
1083,4347245.469726008
1084,3893616.491708099
1085,3424744.0707713407
1086,4551312.941956309
1087,4449086.12899778
1088,4566317.855081987
1089,3796141.0352396723
1090,4862252.130090843
1091,4428445.317303552
1092,4516274.025468227
1093,4098405.1747685233
1094,5114747.542885462
1095,4590691.798379275
1096,3967773.1986005264
1097,4117735.998760033
1098,4097187.7712432714
1099,4111710.6009841915
1100,4251563.018707403
1101,4799681.17545581
1102,4258235.572149271
1103,4377751.289261528
1104,4498848.3898774
1105,4414007.8389838
1106,4012562.0059723393
1107,4592453.677273692
1108,4441487.731071056
1109,4207367.671989303
1110,4156235.093993266
1111,4249969.51702168
1112,4163989.0382884247
1113,4078755.0953912055
1114,4252947.936851576
1115,4038752.633156659
1116,3982457.5542112184
1117,4803058.3791667195
1118,4281776.772537403
1119,4078902.0375226997
1120,4418284.61212031
1121,3667325.32456611
1122,4605629.536162822
1123,4071711.3480321406
1124,4270805.934622388
1125,4480723.599930817
1126,4524599.985629016
1127,4008396.263322683
1128,4183862.06388312
1129,4247469.469198189
1130,4597749.558309524
1131,4779801.154133318
1132,4447593.6887016315
1133,4061142.884152169
1134,4289223.686356955
1135,3661050.9552172148
1136,4559656.234720259
1137,4106000.4329779297
1138,4737952.096709447
1139,4511135.151266126
1140,5138873.582752327
1141,4501027.953267152
1142,4528549.179353331
1143,4254738.350160467
1144,4257589.882289268
1145,4150916.477160328
1146,4155412.9438332794
1147,4778148.52563854
1148,4300359.755514594
1149,4093262.180867541
1150,4328422.906985115
1151,3377954.4299801923
1152,4443758.361585282
1153,4653640.558899507
1154,3813733.1464188886
1155,3371434.3605569424
1156,4662119.122059683
1157,4501539.984825017
1158,4517420.750371733
1159,4315947.226801982
1160,4295091.311819382
1161,4387302.730165603
1162,4562309.905167207
1163,4164581.00146136
1164,4108989.0164946085
1165,4756848.993666126
1166,4430949.288137576
1167,4271444.013245254
1168,4138333.150743442
1169,5184804.488913959
1170,4359236.536303114
1171,4122769.719364511
1172,2822407.058069657
1173,4559854.448846858
1174,3579002.7950041257
1175,4275926.052615986
1176,4852329.81771729
1177,4636361.64041569
1178,4311703.430602417
1179,4550326.927956406
1180,4399424.340402233
1181,4180730.627038038
1182,5180410.759737519
1183,4380748.781036211
1184,4206682.617736787
1185,3977113.6182159013
1186,4525538.649780104
1187,4034730.610223901
1188,4217275.667474954
1189,4570648.867201472
1190,4371471.052260557
1191,4510367.735862746
1192,4117154.475573893
1193,3797904.818219209
1194,4129414.1404396985
1195,4032026.5102227717
1196,4140791.4388628155
1197,4213484.273669678
1198,4118358.1908445265
1199,4375609.824446632
1200,4797365.256048157
1201,4372505.166701595
1202,4149265.1933499402
1203,3737961.658908016
1204,4134794.868962423
1205,3928247.4814111777
1206,4492067.605351742
1207,4561936.825029444
1208,4290699.615266212
1209,4642431.251659127
1210,4376457.675816568
1211,3801791.9295257763
1212,4410956.900944428
1213,4855955.403248757
1214,3960365.0201283265
1215,4110913.4256507857
1216,4256274.060366009
1217,4133336.0799869834
1218,4243732.630574927
1219,4367115.628230591
1220,4261743.442041714
1221,4471003.0592097845
1222,4477524.342110554
1223,4457071.353747846
1224,4976610.625764977
1225,4646446.9192603305
1226,4303107.925217019
1227,4689817.15895013
1228,4130266.200171685
1229,4608950.2994570695
1230,4444002.478483941
1231,4237867.689197369
1232,3851102.3419871638
1233,4456814.913078991
1234,4538336.197882122
1235,3741497.941504819
1236,4194424.20341635
1237,3607657.9135546894
1238,4096225.673185024
1239,4513269.677704951
1240,4208856.426632877
1241,4083642.8526928397
1242,4342571.538528972
1243,4055703.41435054
1244,4467879.817265435
1245,4323357.093711673
1246,3743545.4995848243
1247,4887767.857404603
1248,3730199.7491501067
1249,4244167.82347369
1250,4480655.733824635
1251,3990368.4414680526
1252,4279313.670375038
1253,4687218.824027556
1254,4295709.409108575
1255,3691778.018257913
1256,4202248.033334992
1257,4171677.0261218147
1258,4946896.968096793
1259,4151001.2118640663
1260,4233279.0433469955
1261,4835311.452790324
1262,4313760.366645039
1263,3964073.5476730373
1264,4627155.482728664
1265,3732207.606923766
1266,4018302.0464022183
1267,4714511.643490676
1268,4225117.860374782
1269,4364634.484321031
1270,3478153.0587533903
1271,4692522.776877549
1272,4566671.260678189
1273,3481805.4373759883
1274,3997471.3075618953
1275,5170132.069781149
1276,4300415.200381245
1277,4141214.0614150083
1278,4712736.639272825
1279,3579002.7950041257
1280,4451368.476691099
1281,4278963.178159831
1282,4254183.951216213
1283,4129156.5236885436
1284,4703433.457967122
1285,4737053.792028303
1286,3839917.712844981
1287,4247921.245574172
1288,4373974.56355932
1289,3705686.108699641
1290,4362445.391213421
1291,4003265.9044027585
1292,5204546.722335626
1293,4661884.130291822
1294,4398569.345014038
1295,4717632.679016348
1296,4753961.229204886
1297,4493822.107936606
1298,4218324.198320627
1299,4404581.189296376
1300,4543599.040211247
1301,3670366.0493219355
1302,4404929.199859183
1303,4419641.724403425
1304,4140970.5397567516
1305,4643118.505622044
1306,4751154.282599347
1307,4445820.155254921
1308,4927055.160548927
1309,3995305.843122268
1310,4452248.655058776
1311,4400788.092502916
1312,3987310.4177445224
1313,4523923.753928285
1314,4220585.315730417
1315,4679472.266411815
1316,4454056.40491078
1317,4574172.335939819
1318,4504801.184886734
1319,4880863.728630255
1320,5160261.890794825
1321,4409905.194726688
1322,4674876.879528173
1323,4181473.799611281
1324,4662768.017572571
1325,4046677.7647847706
1326,4282092.466145359
1327,4368557.236497618
1328,4566668.040676099
1329,4445542.056680286
1330,5068665.994515609
1331,3827078.2050464405
1332,4372893.04111473
1333,3965472.2106622877
1334,4218288.241139706
1335,3616863.085219152
